defending_team,xCS_a,xCS_h,matches_a,matches_h,xCS_per_game_a,xCS_per_game_h,total_xCS,actual_cs
Arsenal,3.0812834296733094,1.3951816646749744,9,9,0.3423648255192566,0.15502018496388603,4.476465094348284,3
Aston_Villa,0.8282285443881086,1.805627047803177,9,9,0.09202539382090096,0.20062522753368633,2.633855592191286,0
Bournemouth,1.7295338052899285,2.7396358643203307,9,9,0.19217042280999205,0.3044039849244812,4.46916966961026,4
Brighton,2.0316242122639196,2.791784161511663,9,9,0.22573602358487996,0.31019824016796255,4.823408373775583,4
Burnley,2.662265698309966,2.669213573631483,9,9,0.2958072998122184,0.29657928595905364,5.331479271941449,7
Chelsea,1.7226996900566576,3.594278227181781,9,9,0.19141107667296195,0.39936424746464233,5.316977917238439,4
Crystal_Palace,1.402623402122663,2.699095102336492,9,9,0.15584704468029587,0.29989945581516575,4.101718504459155,0
Everton,2.178139352579235,2.8391263720956785,9,9,0.24201548361991498,0.31545848578840874,5.017265724674914,4
Leicester,2.7107108727970632,3.716870900289942,9,9,0.30119009697745147,0.41298565558777134,6.427581773087005,7
Liverpool,2.980810414024526,3.4766905002243167,8,9,0.37260130175306577,0.3862989444693685,6.457500914248843,4
Manchester_City,3.210126358941091,3.437695767734602,9,9,0.3566807065490101,0.38196619641495577,6.647822126675693,0
Manchester_United,2.923563932767172,3.470872571394483,9,9,0.32484043697413023,0.3856525079327203,6.394436504161655,0
Newcastle_United,1.0030125146619582,1.7583032337987357,9,9,0.1114458349624398,0.1953670259776373,2.761315748460694,0
Norwich,1.5547024840008428,1.3931437294248896,9,9,0.1727447204445381,0.15479374771387663,2.9478462134257324,2
Sheffield_United,2.083951599296995,3.0853129342521703,9,9,0.23155017769966613,0.34281254825024116,5.169264533549166,0
Southampton,1.945047705098944,1.9784343593588838,9,9,0.21611641167766046,0.21982603992876487,3.923482064457828,2
Tottenham,1.7470689091700962,3.312923369440845,9,9,0.19411876768556624,0.36810259660453837,5.059992278610942,2
Watford,1.960530707102007,2.7188513799984055,9,9,0.21783674523355634,0.3020945977776006,4.679382087100413,5
West_Ham,0.9412684158282525,0.8748405525894802,9,8,0.1045853795364725,0.10935506907368503,1.8161089684177327,0
Wolverhampton_Wanderers,2.9828167945838477,2.540008357469472,9,9,0.3314240882870942,0.2822231508299413,5.52282515205332,0
