defending_team,xCS_a,xCS_h,matches_a,matches_h,xCS_per_game_a,xCS_per_game_h,total_xCS,actual_cs
Arsenal,3.2149281076635523,1.5434481904657098,10,10,0.3214928107663552,0.154344819046571,4.758376298129262,3
Aston_Villa,0.8381692997942882,2.0053001338094654,10,10,0.08381692997942883,0.20053001338094653,2.8434694336037536,0
Bournemouth,2.0545221242967555,2.941870292891865,10,10,0.20545221242967554,0.2941870292891865,4.996392417188621,4
Brighton,2.3422312656201547,3.387227048589009,10,10,0.23422312656201547,0.3387227048589009,5.729458314209164,5
Burnley,2.829248862211882,2.7093480066364535,10,10,0.2829248862211882,0.27093480066364534,5.538596868848336,7
Chelsea,2.1336887286212662,3.887323946340715,10,10,0.21336887286212664,0.3887323946340715,6.021012674961981,4
Crystal_Palace,1.5663976372086121,3.107765695160355,10,10,0.15663976372086122,0.3107765695160355,4.674163332368967,0
Everton,2.32404998216469,3.3213290638000474,10,10,0.232404998216469,0.33213290638000476,5.645379045964738,5
Leicester,3.154091760956821,3.7213163611962883,10,10,0.3154091760956821,0.37213163611962885,6.875408122153109,7
Liverpool,3.8641946418027584,4.166151677413219,9,10,0.4293549602003065,0.4166151677413219,8.030346319215978,6
Manchester_City,3.247430762113497,3.670251685876735,10,10,0.3247430762113497,0.3670251685876735,6.917682447990232,0
Manchester_United,3.5920104037025897,3.723873287232173,10,10,0.35920104037025896,0.3723873287232173,7.315883690934763,0
Newcastle_United,1.096069548671116,1.7800842044832734,10,10,0.10960695486711161,0.17800842044832735,2.8761537531543895,0
Norwich,2.0620926751128246,1.4682339581537458,10,10,0.20620926751128246,0.14682339581537457,3.5303266332665704,2
Sheffield_United,2.3895530156240836,3.5992251668707538,10,10,0.23895530156240835,0.35992251668707537,5.988778182494837,0
Southampton,2.3364670659032036,2.8477405267029177,10,10,0.23364670659032036,0.28477405267029177,5.184207592606121,3
Tottenham,2.505327680477352,3.581383286577852,10,10,0.2505327680477352,0.35813832865778517,6.086710967055204,2
Watford,2.0066663489161534,3.214257262279276,10,10,0.20066663489161535,0.3214257262279276,5.220923611195429,6
West_Ham,1.0049384992826744,0.8979399962181015,10,9,0.10049384992826745,0.09977111069090017,1.9028784955007758,0
Wolverhampton_Wanderers,3.1364183741157494,2.5866142252886393,10,10,0.3136418374115749,0.2586614225288639,5.723032599404389,0
