"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","loss","name","played","points","position","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","vapm","games"
"117",NA,NA,135363,0,0,0,0,0,2,"3.1",NA,0,"Andreas","0.0",116,FALSE,"",NA,50,"135363.jpg",1.6,"Christensen","0.3",FALSE,NA,"a",5,8,34,0,0,0,0,"0.0","6.8","Christensen",1751,0,0,3,33,0,0,0,5,0,0,0,325,"353.6","70.9","96.0","52.1",178,65,255,83,240,74,249,81,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0,21
"118",NA,NA,165153,0,0,0,0,0,4,"4.5",NA,0,"Timo","0.0",117,FALSE,"",NA,95,"165153.jpg",0,"Werner","38.8",FALSE,NA,"a",5,8,0,0,0,0,0,"0.0","0.0","Werner",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",483,61,483,61,483,61,483,61,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0,0
"119",NA,NA,173879,0,0,0,0,0,4,"3.6",NA,0,"Tammy","0.0",118,FALSE,"",NA,75,"173879.jpg",4.5,"Abraham","7.1",FALSE,NA,"a",5,8,153,0,0,0,0,"0.0","20.4","Abraham",2206,15,6,7,34,1,0,0,2,0,0,20,461,"659.6","283.2","1301.0","223.3",55,9,128,16,10,7,26,10,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0.0333333333333333,34
"120",50,NA,176413,0,0,0,0,0,3,"1.9",NA,0,"Christian","0.0",119,FALSE,"Hamstring injury - 50% chance of playing","2020-08-15T10:00:11.562980Z",85,"176413.jpg",5.1,"Pulisic","6.7",FALSE,NA,"d",5,8,127,0,0,0,0,"0.0","14.9","Pulisic",1717,9,8,6,28,0,0,0,0,0,0,8,379,"556.2","426.0","1059.0","204.2",90,29,79,56,24,10,34,18,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0.0364705882352941,25
"121",NA,NA,184341,0,0,0,0,0,3,"3.4",NA,0,"Mason","0.0",120,FALSE,"",NA,70,"184341.jpg",3.7,"Mount","9.8",FALSE,NA,"a",5,8,137,0,0,0,0,"0.0","19.6","Mount",2865,7,6,9,44,0,0,0,3,0,0,11,510,"641.2","814.0","974.0","242.8",62,17,16,13,27,12,20,12,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0.0242857142857143,37
"122",NA,NA,194794,0,0,0,0,0,2,"3.1",NA,0,"Fikayo","0.0",121,FALSE,"",NA,50,"194794.jpg",3.2,"Tomori","0.6",FALSE,NA,"a",5,8,48,0,0,0,0,"0.0","9.6","Tomori",1291,1,0,4,18,0,0,0,3,0,0,7,271,"335.4","68.6","79.0","48.5",187,72,260,85,256,84,260,86,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0.024,15
"123",NA,NA,209046,0,0,0,0,0,3,"3.1",NA,0,"Callum","0.0",122,FALSE,"",NA,60,"209046.jpg",2.4,"Hudson-Odoi","0.4",FALSE,NA,"a",5,8,53,0,0,0,0,"0.0","8.8","Hudson-Odoi",849,1,5,2,14,0,0,0,1,0,0,3,197,"235.2","341.4","325.0","89.9",243,104,103,70,107,58,154,82,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0.00666666666666667,22
"124",NA,NA,225796,0,0,0,0,0,2,"3.1",NA,0,"Reece","0.0",123,FALSE,"",NA,50,"225796.jpg",2.5,"James","3.7",FALSE,NA,"a",5,8,61,0,0,0,0,"0.0","12.2","James",1510,0,2,5,23,0,0,0,1,0,0,5,373,"343.6","428.8","143.0","91.8",185,70,77,15,204,53,150,39,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0.01,24
"125",0,NA,243568,0,0,0,0,0,3,"0.0",NA,0,"Billy","0.0",124,FALSE,"Knee injury - Expected back 07 Nov","2020-08-15T10:00:11.591471Z",45,"243568.jpg",1.5,"Gilmour","0.4",FALSE,NA,"i",5,8,9,0,0,0,0,"0.0","2.0","Gilmour",191,0,0,1,3,0,0,0,0,0,0,0,41,"31.4","55.3","5.0","9.1",345,144,275,140,327,152,342,147,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Chelsea",0,0,0,"CHE",4,NA,FALSE,0,1200,1260,1140,1270,1240,1250,4,0,6
"126",0,NA,19419,0,0,0,0,0,2,"0.0",NA,0,"Gary","0.0",125,FALSE,"Hamstring injury - Unknown return date","2020-08-15T10:00:11.611500Z",45,"19419.jpg",2.8,"Cahill","0.2",FALSE,NA,"i",6,31,70,0,0,0,0,"0.0","15.6","Cahill",2167,0,1,7,35,0,0,0,1,0,0,4,395,"448.4","40.0","342.0","83.4",138,49,290,102,99,13,168,46,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0177777777777778,25
"127",NA,NA,20066,0,0,0,0,0,1,"1.7",NA,0,"Wayne","0.0",126,FALSE,"",NA,45,"20066.jpg",2.3,"Hennessey","0.7",FALSE,NA,"a",6,31,7,0,0,0,0,"0.0","1.6","Hennessey",270,0,0,0,8,0,0,0,0,0,16,0,58,"110.4","0.0","0.0","11.0",305,25,376,20,357,13,338,25,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.00666666666666666,3
"128",0,NA,40784,0,0,0,0,0,2,"0.0",NA,0,"Mamadou","0.0",127,FALSE,"Muscle injury - Unknown return date","2020-08-15T10:00:11.633422Z",45,"40784.jpg",0.8,"Sakho","0.0",FALSE,NA,"i",6,31,11,0,0,0,0,"0.0","2.4","Sakho",929,0,0,0,21,0,0,0,1,1,0,0,148,"179.2","15.9","6.0","20.2",273,103,322,121,322,121,317,114,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,14
"129",NA,NA,40836,0,0,0,0,0,1,"2.4",NA,0,"Vicente","0.0",128,FALSE,"",NA,50,"40836.jpg",3.9,"Guaita","1.3",FALSE,NA,"a",6,31,137,0,0,0,0,"0.0","27.4","Guaita",3150,0,0,10,42,1,0,0,1,0,111,16,643,"827.2","0.0","0.0","82.6",25,7,431,41,424,37,170,7,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.038,35
"130",0,NA,49413,0,0,0,0,0,2,"0.0",NA,0,"James","0.0",129,FALSE,"Thigh injury - Unknown return date","2020-08-15T10:00:11.660937Z",45,"49413.jpg",2.7,"Tomkins","0.0",FALSE,NA,"i",6,31,48,0,0,0,0,"0.0","10.7","Tomkins",1582,1,1,3,23,0,0,0,5,0,0,4,260,"384.0","27.7","121.0","53.3",168,61,309,114,218,60,245,79,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0155555555555556,18
"131",NA,NA,50471,0,0,0,0,0,3,"1.8",NA,0,"James","0.0",130,FALSE,"",NA,55,"50471.jpg",2.5,"McArthur","0.2",FALSE,NA,"a",6,31,92,0,0,0,0,"0.0","16.7","McArthur",3091,0,4,11,38,0,0,0,6,0,0,2,420,"586.6","486.6","421.0","149.6",76,24,50,39,79,42,61,36,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.00909090909090909,37
"132",NA,NA,50472,0,0,0,0,0,3,"1.0",NA,0,"James","0.0",131,FALSE,"",NA,45,"50472.jpg",1.2,"McCarthy","2.0",FALSE,NA,"a",6,31,41,0,0,0,0,"0.0","9.1","McCarthy",1668,0,0,2,29,0,0,0,9,0,0,0,205,"268.8","268.3","80.0","61.8",223,94,135,89,254,127,226,109,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,34
"133",NA,NA,54861,0,0,0,0,0,4,"1.5",NA,0,"Christian","0.0",132,FALSE,"",NA,55,"54861.jpg",1.8,"Benteke","0.8",FALSE,NA,"a",6,31,42,0,0,0,0,"0.0","7.6","Benteke",1252,2,1,5,18,0,0,0,4,1,0,1,133,"231.8","248.3","632.0","110.9",246,26,142,20,46,21,111,22,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,23
"134",NA,NA,55037,0,0,0,0,0,3,"1.4",NA,0,"Cheikhou","0.0",133,FALSE,"",NA,50,"55037.jpg",2.4,"Kouyaté","0.2",FALSE,NA,"a",6,31,85,0,0,0,0,"0.0","17.0","Kouyaté",2524,1,2,10,36,0,0,0,4,0,0,4,288,"394.6","162.3","279.0","83.5",163,67,190,117,124,70,167,88,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.008,35
"135",NA,NA,55494,0,0,0,0,0,2,"1.6",NA,0,"Joel","0.0",134,FALSE,"",NA,45,"55494.jpg",2.7,"Ward","1.5",FALSE,NA,"a",6,31,77,0,0,0,0,"0.0","17.1","Ward",2380,0,1,7,36,0,0,0,4,0,0,8,392,"427.0","117.0","49.0","59.5",150,55,215,58,281,99,230,72,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0155555555555556,29
"136",NA,NA,58786,0,0,0,0,0,2,"1.6",NA,0,"Martin","0.0",135,FALSE,"",NA,45,"58786.jpg",3.4,"Kelly","1.4",FALSE,NA,"a",6,31,64,0,0,0,0,"0.0","14.2","Kelly",1547,0,1,6,16,0,0,0,0,0,0,4,288,"305.4","96.5","15.0","41.7",199,76,230,67,313,117,275,94,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0311111111111111,19
"137",NA,NA,59125,0,0,0,0,0,4,"1.0",NA,0,"Connor","0.0",136,FALSE,"",NA,45,"59125.jpg",2.5,"Wickham","6.7",FALSE,NA,"a",6,31,15,0,0,0,0,"0.0","3.3","Wickham",90,1,1,0,2,0,0,0,0,0,0,2,48,"59.8","34.5","64.0","15.8",331,44,295,45,271,46,326,46,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0111111111111111,6
"138",NA,NA,60252,0,0,0,0,0,3,"2.1",NA,0,"Andros","0.0",137,FALSE,"",NA,60,"60252.jpg",2,"Townsend","0.2",FALSE,NA,"a",6,31,48,0,0,0,0,"0.0","8.0","Townsend",1284,1,1,3,23,0,0,0,0,0,0,0,221,"246.4","247.1","122.0","61.6",232,97,143,93,216,112,227,110,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,24
"139",NA,NA,66975,0,0,0,0,0,3,"2.1",NA,0,"Luka","0.0",138,FALSE,"",NA,60,"66975.jpg",2.6,"Milivojevic","0.8",FALSE,NA,"a",6,31,81,0,0,0,0,"0.0","13.5","Milivojevic",2510,3,1,7,38,0,0,0,12,0,0,9,382,"460.0","499.1","190.0","114.9",129,48,49,38,173,94,105,61,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.01,31
"140",0,NA,74230,0,0,0,0,0,2,"0.0",NA,0,"Patrick","0.0",139,FALSE,"Shoulder Dislocation - Unknown return date","2020-08-15T10:00:11.682747Z",55,"74230.jpg",3.8,"van Aanholt","0.2",FALSE,NA,"i",6,31,109,0,0,0,0,"0.0","19.8","van Aanholt",2507,3,2,8,38,1,0,0,0,0,0,12,523,"531.2","516.0","285.0","133.4",105,42,46,8,121,21,78,13,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0327272727272727,29
"141",NA,NA,80146,0,0,0,0,0,4,"1.8",NA,0,"Jordan","0.0",140,FALSE,"",NA,60,"80146.jpg",3.6,"Ayew","6.6",FALSE,NA,"a",6,31,132,0,0,0,0,"0.0","22.0","Ayew",3148,9,3,12,45,0,0,0,6,0,0,19,443,"597.4","445.6","885.0","192.4",74,11,67,6,31,16,39,14,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0266666666666667,37
"142",NA,NA,82403,0,0,0,0,0,3,"2.4",NA,0,"Wilfried","0.0",141,FALSE,"",NA,70,"82403.jpg",3.2,"Zaha","4.9",FALSE,NA,"a",6,31,120,0,0,0,0,"0.0","17.1","Zaha",3279,4,6,9,46,0,0,0,5,0,0,4,337,"572.0","588.0","1103.0","226.4",81,26,33,27,19,8,25,15,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0171428571428571,38
"143",NA,NA,86417,0,0,0,0,0,3,"1.8",NA,0,"Jeffrey","0.0",142,FALSE,"",NA,55,"86417.jpg",3,"Schlupp","0.1",FALSE,NA,"a",6,31,51,0,0,0,0,"0.0","9.3","Schlupp",1030,3,1,4,16,0,0,0,2,0,0,4,148,"240.0","101.9","266.0","60.8",238,100,225,127,130,75,229,112,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0.0181818181818182,17
"144",NA,NA,141020,0,0,0,0,0,3,"1.4",NA,0,"Max","0.0",143,FALSE,"",NA,50,"141020.jpg",1.4,"Meyer","0.1",FALSE,NA,"a",6,31,23,0,0,0,0,"0.0","4.6","Meyer",645,0,0,1,11,0,0,0,1,0,0,0,67,"68.0","68.9","103.0","23.8",326,138,257,134,230,117,308,135,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,16
"145",NA,NA,173954,0,0,0,0,0,3,"1.0",NA,0,"Jairo","0.0",144,FALSE,"",NA,45,"173954.jpg",1.3,"Riedewald","0.2",FALSE,NA,"a",6,31,22,0,0,0,0,"0.0","4.9","Riedewald",761,0,0,0,9,0,0,0,0,0,0,0,116,"117.0","47.1","27.0","19.1",302,128,281,143,297,143,320,138,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,17
"146",NA,NA,232423,0,0,0,0,0,2,"1.0",NA,0,"Nathan","0.0",145,FALSE,"",NA,40,"232423.jpg",0,"Ferguson","18.4",FALSE,NA,"a",6,31,0,0,0,0,0,"0.0","0.0","Ferguson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",388,142,369,141,349,135,388,142,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,0
"147",NA,NA,244723,0,0,0,0,0,2,"1.0",NA,0,"Tyrick","0.0",146,FALSE,"",NA,40,"244723.jpg",1,"Mitchell","1.6",FALSE,NA,"a",6,31,4,0,0,0,0,"0.0","1.0","Mitchell",193,0,0,0,4,0,0,0,1,0,0,0,23,"36.4","58.7","2.0","9.7",342,125,270,91,330,126,340,123,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,4
"148",NA,NA,466955,0,0,0,0,0,3,"1.0",NA,0,"Brandon","0.0",147,FALSE,"",NA,45,"466955.jpg",1,"Pierrick","0.1",FALSE,NA,"a",6,31,2,0,0,0,0,"0.0","0.4","Pierrick",13,0,0,0,0,0,0,0,0,0,0,0,7,"6.4","21.0","2.0","2.9",367,154,317,150,332,154,360,151,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Crystal Palace",0,0,0,"CRY",3,NA,FALSE,0,1080,1070,1080,1190,1010,1040,6,0,2
"149",NA,NA,20467,0,0,0,0,0,3,"1.6",NA,0,"Theo","0.0",148,FALSE,"",NA,60,"20467.jpg",2.5,"Walcott","0.2",FALSE,NA,"a",7,11,63,0,0,0,0,"0.0","10.5","Walcott",1281,2,4,4,19,0,0,0,1,0,0,1,186,"225.0","289.1","521.0","103.7",251,107,124,82,63,32,127,69,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.00833333333333333,25
"150",NA,NA,41823,0,0,0,0,0,3,"0.9",NA,0,"Fabian","0.0",149,FALSE,"",NA,50,"41823.jpg",1.5,"Delph","0.1",FALSE,NA,"a",7,11,24,0,0,0,0,"0.0","4.8","Delph",1187,0,0,2,24,0,0,0,3,1,0,2,202,"183.0","146.7","24.0","35.4",272,117,202,122,303,146,286,127,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0,16
"151",NA,NA,55422,0,0,0,0,0,3,"1.9",NA,0,"Gylfi","0.0",150,FALSE,"",NA,70,"55422.jpg",2.7,"Sigurdsson","2.4",FALSE,NA,"a",7,11,95,0,0,0,0,"0.0","13.6","Sigurdsson",2555,2,4,6,45,0,0,0,3,0,0,7,397,"454.6","765.1","484.0","170.5",132,51,21,18,67,36,48,27,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.01,35
"152",NA,NA,57513,0,0,0,0,0,1,"1.2",NA,0,"Jonas","0.0",151,FALSE,"",NA,45,"57513.jpg",0,"Lössl","0.2",FALSE,NA,"a",7,11,0,0,0,0,0,"0.0","0.0","Lössl",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",398,39,384,25,366,19,398,39,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0,0
"153",NA,NA,59949,0,0,0,0,0,2,"1.6",NA,0,"Seamus","0.0",152,FALSE,"",NA,50,"59949.jpg",2,"Coleman","0.5",FALSE,NA,"a",7,11,55,0,0,0,0,"0.0","11.0","Coleman",1833,0,1,5,29,0,0,0,3,1,0,2,325,"321.2","149.0","175.0","64.6",194,75,200,52,187,44,216,67,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0,28
"154",0,NA,66838,0,0,0,0,0,4,"0.0",NA,0,"Cenk","0.0",153,FALSE,"Knee injury - Unknown return date","2020-08-15T10:00:11.707165Z",60,"66838.jpg",2.4,"Tosun","0.0",FALSE,NA,"i",7,11,24,0,0,0,0,"0.0","4.0","Tosun",462,2,0,2,6,0,0,0,0,0,0,1,86,"89.0","63.4","229.0","37.7",318,39,266,42,149,38,280,40,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.00666666666666667,10
"155",NA,NA,100649,0,0,0,0,0,3,"1.6",NA,0,"Bernard","0.0",154,FALSE,"",NA,60,"100649.jpg",2.7,"Anício Caldeira Duarte","0.2",FALSE,NA,"a",7,11,72,0,0,0,0,"0.0","12.0","Bernard",1269,3,2,9,12,0,0,0,2,0,0,6,237,"315.0","349.1","236.0","89.8",196,81,100,67,145,83,156,84,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.0116666666666667,27
"156",NA,NA,101188,0,0,0,0,0,2,"2.4",NA,0,"Lucas","0.0",155,FALSE,"",NA,60,"101188.jpg",3.4,"Digne","6.5",FALSE,NA,"a",7,11,120,0,0,0,0,"0.0","20.0","Digne",3031,0,8,9,49,1,0,0,6,0,0,16,646,"743.0","1112.0","293.0","215.0",39,13,7,2,119,20,28,3,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.0233333333333333,35
"157",NA,NA,106611,0,0,0,0,0,2,"1.6",NA,0,"Michael","0.0",156,FALSE,"",NA,50,"106611.jpg",2.9,"Keane","1.1",FALSE,NA,"a",7,11,90,0,0,0,0,"0.0","18.0","Keane",2556,2,0,7,42,1,0,0,3,0,0,9,490,"666.4","80.0","204.0","95.2",54,21,242,76,168,35,146,38,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.018,31
"158",NA,NA,111234,0,0,0,0,0,1,"1.9",NA,0,"Jordan","0.0",157,FALSE,"",NA,50,"111234.jpg",3.1,"Pickford","3.2",FALSE,NA,"a",7,11,117,0,0,0,0,"0.0","23.4","Pickford",3420,0,0,9,56,0,0,0,2,0,94,5,626,"755.6","13.0","0.0","76.7",35,8,326,5,440,43,178,8,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.022,38
"159",NA,NA,120250,0,0,0,0,0,3,"1.3",NA,0,"André Filipe","0.0",158,FALSE,"",NA,55,"120250.jpg",2.1,"Tavares Gomes","0.4",FALSE,NA,"a",7,11,39,0,0,0,0,"0.0","7.1","André Gomes",1457,0,1,5,20,0,0,0,6,0,0,3,184,"156.6","179.4","33.0","36.4",284,122,180,113,294,141,283,125,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.00181818181818182,19
"160",NA,NA,153133,0,0,0,0,0,3,"1.6",NA,0,"Alex","0.0",159,FALSE,"",NA,60,"153133.jpg",2.1,"Iwobi","0.2",FALSE,NA,"a",7,11,52,0,0,0,0,"0.0","8.7","Iwobi",1591,1,0,4,30,0,0,0,0,0,0,2,227,"246.4","383.7","329.0","95.9",233,98,91,63,104,57,145,78,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.00166666666666667,25
"161",NA,NA,153673,0,0,0,0,0,2,"1.1",NA,0,"Jonjoe","0.0",160,FALSE,"",NA,45,"153673.jpg",0,"Kenny","0.2",FALSE,NA,"a",7,11,0,0,0,0,0,"0.0","0.0","Kenny",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",417,160,408,160,394,156,417,160,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0,0
"162",0,NA,160987,0,0,0,0,0,3,"0.0",NA,0,"Jean-Philippe","0.0",161,FALSE,"Achilles injury - Unknown return date","2020-08-15T10:00:11.729677Z",50,"160987.jpg",2,"Gbamin","0.0",FALSE,NA,"i",7,11,4,0,0,0,0,"0.0","0.8","Gbamin",135,0,0,1,0,0,0,0,0,0,0,0,14,"20.0","6.3","0.0","2.6",354,147,337,155,445,178,364,152,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0,2
"163",NA,NA,164511,0,0,0,0,0,2,"2.0",NA,0,"Yerry","0.0",162,FALSE,"",NA,55,"164511.jpg",2.7,"Mina","0.7",FALSE,NA,"a",7,11,78,0,0,0,0,"0.0","14.2","Mina",2281,2,1,5,37,1,0,0,3,0,0,8,419,"535.4","87.2","422.0","104.4",103,41,236,72,78,6,124,31,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0.0127272727272727,29
"164",NA,NA,173807,0,0,0,0,0,3,"1.3",NA,0,"Tom","0.0",163,FALSE,"",NA,55,"173807.jpg",2,"Davies","0.2",FALSE,NA,"a",7,11,59,0,0,0,0,"0.0","10.7","Davies",2020,1,1,5,34,0,0,0,8,0,0,3,233,"270.4","122.6","262.0","65.5",221,93,212,123,132,77,212,104,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Everton",0,0,0,"EVE",3,NA,FALSE,0,1100,1180,1090,1190,1150,1180,7,0,30
