"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","loss","name","played","points","position","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","vapm","games"
"240",NA,NA,455084,0,0,0,0,0,2,"-0.5",NA,0,"Leif","0.0",214,FALSE,"",NA,40,"455084.jpg",0,"Davis","1.5",FALSE,NA,"a",10,2,0,0,0,0,0,"0.0","0.0","Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",390,144,372,144,352,138,390,144,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Leeds",0,0,0,"LEE",2,NA,FALSE,0,1030,1040,1040,1070,990,990,9,0,0
"241",NA,NA,467114,0,0,0,0,0,2,"-0.5",NA,0,"Oliver","0.0",215,FALSE,"",NA,40,"467114.jpg",0,"Casey","1.0",FALSE,NA,"a",10,2,0,0,0,0,0,"0.0","0.0","Casey",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",391,145,373,145,353,139,391,145,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Leeds",0,0,0,"LEE",2,NA,FALSE,0,1030,1040,1040,1070,990,990,9,0,0
"242",NA,NA,15157,0,0,0,0,0,3,"3.3",NA,0,"James","0.0",241,FALSE,"",NA,55,"15157.jpg",2.2,"Milner","0.2",FALSE,NA,"a",11,14,49,0,0,0,0,"0.0","8.9","Milner",924,2,2,4,9,0,0,0,4,0,0,3,198,"237.2","177.1","100.0","51.4",241,102,181,114,237,121,251,118,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.00363636363636364,22
"243",NA,NA,214285,0,0,0,0,0,2,"3.6",NA,0,"Konstantinos","0.0",242,FALSE,"",NA,50,"214285.jpg",0,"Tsimikas","0.3",FALSE,NA,"a",11,14,0,0,0,0,0,"0.0","0.0","Tsimikas",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",460,173,457,173,454,173,460,173,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0,0
"244",NA,NA,41733,0,0,0,0,0,3,"3.3",NA,0,"Georginio","0.0",243,FALSE,"",NA,55,"41733.jpg",2.9,"Wijnaldum","1.5",FALSE,NA,"a",11,14,107,0,0,0,0,"0.0","19.5","Wijnaldum",2933,4,0,12,28,0,0,0,0,0,0,5,503,"452.8","344.1","423.0","122.0",133,52,102,69,77,41,96,57,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0163636363636364,37
"245",NA,NA,56979,0,0,0,0,0,3,"3.3",NA,0,"Jordan","0.0",244,FALSE,"",NA,55,"56979.jpg",3.9,"Henderson","4.7",FALSE,NA,"a",11,14,116,0,0,0,0,"0.0","21.1","Henderson",2234,4,5,16,14,0,0,0,2,0,0,11,530,"582.6","425.9","275.0","128.5",77,25,80,57,125,71,88,52,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0345454545454545,30
"246",NA,NA,60706,0,0,0,0,0,1,"3.2",NA,0,"Adrián","0.0",245,FALSE,"",NA,45,"60706.jpg",2.5,"San Miguel del Castillo","0.3",FALSE,NA,"a",11,14,27,0,0,0,0,"0.0","6.0","Adrián",873,0,0,2,10,0,0,0,1,0,18,0,136,"131.4","0.0","0.0","13.2",297,23,386,26,369,21,332,23,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0111111111111111,11
"247",NA,NA,60914,0,0,0,0,0,2,"4.0",NA,0,"Joel","0.0",246,FALSE,"",NA,55,"60914.jpg",4.3,"Matip","0.5",FALSE,NA,"a",11,14,39,0,0,0,0,"0.0","7.1","Matip",703,1,0,3,5,0,0,0,0,0,0,4,167,"198.2","23.0","39.0","26.2",265,100,315,117,291,105,300,106,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0418181818181818,9
"248",NA,NA,68312,0,0,0,0,0,3,"3.7",NA,0,"Xherdan","0.0",247,FALSE,"",NA,65,"68312.jpg",2.1,"Shaqiri","0.1",FALSE,NA,"a",11,14,15,0,0,0,0,"0.0","2.3","Shaqiri",181,1,0,1,2,0,0,0,0,0,0,0,54,"47.8","51.6","37.0","13.7",337,141,280,142,292,140,331,143,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.00153846153846154,7
"249",50,NA,81880,0,0,0,0,0,3,"1.9",NA,0,"Alex","0.0",248,FALSE,"Knee injury - 50% chance of playing","2020-08-21T14:30:10.835560Z",65,"81880.jpg",2.5,"Oxlade-Chamberlain","0.3",FALSE,NA,"d",11,14,76,0,0,0,0,"0.0","11.7","Chamberlain",1475,4,1,8,12,1,0,0,1,0,0,2,268,"300.0","298.2","406.0","99.9",204,85,120,78,84,44,134,71,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.00769230769230769,30
"250",NA,NA,92217,0,0,0,0,0,4,"5.0",NA,0,"Roberto","0.0",249,FALSE,"",NA,95,"92217.jpg",4.1,"Firmino","3.3",FALSE,NA,"a",11,14,155,0,0,0,0,"0.0","16.3","Firmino",2985,9,9,16,26,0,0,0,0,0,0,20,592,"733.6","703.0","1638.0","307.5",43,8,24,1,4,2,6,2,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0221052631578947,38
"251",NA,NA,97032,0,0,0,0,0,2,"4.7",NA,0,"Virgil","0.0",250,FALSE,"",NA,65,"97032.jpg",4.7,"van Dijk","22.8",FALSE,NA,"a",11,14,178,0,0,0,0,"0.0","27.4","van Dijk",3420,5,2,15,33,0,0,0,1,0,0,14,804,"930.2","152.4","467.0","154.8",11,2,197,49,70,4,53,6,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0415384615384615,38
"252",NA,NA,110979,0,0,0,0,0,3,"5.5",NA,0,"Sadio","0.0",251,FALSE,"",NA,120,"110979.jpg",6.3,"Mané","11.7",FALSE,NA,"a",11,14,221,0,0,0,0,"0.0","18.4","Mané",2745,18,10,12,28,0,0,0,3,0,0,27,689,"1010.2","826.6","1239.0","307.7",6,3,14,11,14,5,5,4,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0358333333333333,35
"253",NA,NA,116535,0,0,0,0,0,1,"5.5",NA,0,"Alisson","0.0",252,FALSE,"",NA,60,"116535.jpg",4.2,"Ramses Becker","10.4",FALSE,NA,"a",11,14,122,0,0,0,0,"0.0","20.3","Alisson",2543,0,1,13,24,0,0,0,0,1,58,11,558,"503.0","10.0","0.0","51.5",118,18,334,9,477,48,250,16,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0366666666666667,29
"254",NA,NA,116643,0,0,0,0,0,3,"3.3",NA,0,"Fabio Henrique","0.0",253,FALSE,"",NA,55,"116643.jpg",2.8,"Tavares","1.1",FALSE,NA,"a",11,14,77,0,0,0,0,"0.0","14.0","Fabinho",2073,2,3,6,26,0,0,0,6,0,0,8,403,"431.6","322.4","85.0","84.0",147,57,112,74,246,123,166,87,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0145454545454545,28
"255",NA,NA,118748,0,0,0,0,0,3,"5.5",NA,0,"Mohamed","0.0",254,FALSE,"",NA,120,"118748.jpg",6.9,"Salah","32.7",FALSE,NA,"a",11,14,233,0,0,0,0,"0.0","19.4","Salah",2879,19,10,16,26,0,0,0,1,0,0,26,661,"1061.2","834.8","2156.0","405.1",2,2,13,10,1,1,2,2,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0408333333333333,34
"256",NA,NA,122798,0,0,0,0,0,2,"5.1",NA,0,"Andrew","0.0",255,FALSE,"",NA,70,"122798.jpg",5,"Robertson","11.2",FALSE,NA,"a",11,14,181,0,0,0,0,"0.0","25.9","Robertson",3111,2,12,13,31,0,0,0,2,0,0,20,847,"845.8","980.2","389.0","221.7",21,5,9,3,85,10,27,2,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0428571428571429,36
"257",NA,NA,152760,0,0,0,0,0,4,"3.0",NA,0,"Divock","0.0",256,FALSE,"",NA,55,"152760.jpg",2.3,"Origi","1.3",FALSE,NA,"a",11,14,65,0,0,0,0,"0.0","11.8","Origi",699,4,3,2,12,0,0,0,1,0,0,8,230,"201.8","128.8","222.0","55.0",262,30,210,34,153,39,240,34,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.00545454545454545,28
"258",NA,NA,153682,0,0,0,0,0,3,"3.3",NA,0,"Harry","0.0",257,FALSE,"",NA,55,"153682.jpg",2.9,"Wilson","0.2",FALSE,NA,"a",11,14,91,0,0,0,0,"0.0","16.5","Harry Wilson",1637,7,1,2,32,0,0,0,2,0,0,7,295,"377.4","242.1","667.0","128.5",171,71,146,95,43,23,89,53,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0163636363636364,31
"259",NA,NA,157882,0,0,0,0,0,3,"3.7",NA,0,"Takumi","0.0",258,FALSE,"",NA,65,"157882.jpg",1.1,"Minamino","0.1",FALSE,NA,"a",11,14,11,0,0,0,0,"0.0","1.7","Minamino",241,0,0,0,2,0,0,0,0,0,0,0,20,"17.4","29.9","85.0","12.7",357,148,304,148,247,124,335,145,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0,10
"260",NA,NA,169187,0,0,0,0,0,2,"5.5",NA,0,"Trent","0.0",259,FALSE,"",NA,75,"169187.jpg",5.5,"Alexander-Arnold","56.5",FALSE,NA,"a",11,14,210,0,0,0,0,"0.0","28.0","Alexander-Arnold",3173,4,15,14,32,0,0,0,5,0,0,24,904,"1026.8","1380.3","420.0","282.8",3,1,2,1,81,8,12,1,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0466666666666667,38
"261",NA,NA,171287,0,0,0,0,0,2,"4.0",NA,0,"Joseph","0.0",260,FALSE,"",NA,55,"171287.jpg",3.3,"Gomez","4.8",FALSE,NA,"a",11,14,93,0,0,0,0,"0.0","16.9","Gomez",1999,0,0,12,16,0,0,0,7,0,0,7,461,"390.6","105.7","12.0","50.9",164,59,223,63,318,119,253,82,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0236363636363636,28
"262",NA,NA,175592,0,0,0,0,0,3,"3.3",NA,0,"Naby","0.0",261,FALSE,"",NA,55,"175592.jpg",2.9,"Keita","1.1",FALSE,NA,"a",11,14,52,0,0,0,0,"0.0","9.5","Keita",806,2,3,5,8,0,0,0,1,0,0,3,224,"281.8","234.7","169.0","68.7",216,91,153,100,190,101,202,100,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0163636363636364,18
"263",NA,NA,195473,0,0,0,0,0,4,"2.5",NA,0,"Rhian","0.0",262,FALSE,"",NA,45,"195473.jpg",0,"Brewster","4.3",FALSE,NA,"a",11,14,0,0,0,0,0,"0.0","0.0","Brewster",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",423,51,414,51,401,51,423,51,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0,0
"264",NA,NA,206915,0,0,0,0,0,3,"2.5",NA,0,"Curtis","0.0",263,FALSE,"",NA,45,"206915.jpg",2.2,"Jones","0.7",FALSE,NA,"a",11,14,13,0,0,0,0,"0.0","2.9","Jones",121,1,0,1,1,0,0,0,0,0,0,0,46,"49.4","15.6","65.0","12.9",335,140,323,151,269,133,334,144,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.00444444444444445,6
"265",NA,NA,215136,0,0,0,0,0,2,"2.5",NA,0,"Neco","0.0",264,FALSE,"",NA,40,"215136.jpg",2.3,"Williams","5.3",FALSE,NA,"a",11,14,14,0,0,0,0,"0.0","3.5","Williams",228,0,0,1,2,0,0,0,1,0,0,3,53,"49.4","53.3","98.0","20.0",334,122,277,94,238,72,319,116,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0.0075,6
"266",NA,NA,444884,0,0,0,0,0,3,"2.5",NA,0,"Harvey","0.0",265,FALSE,"",NA,45,"444884.jpg",1,"Elliott","0.2",FALSE,NA,"a",11,14,2,0,0,0,0,"0.0","0.4","Elliott",7,0,0,0,0,0,0,0,0,0,0,0,6,"1.8","1.7","0.0","0.4",374,159,348,158,419,169,375,160,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Liverpool",0,0,0,"LIV",5,NA,FALSE,0,1320,1350,1280,1320,1300,1340,10,0,2
"267",NA,NA,27789,0,0,0,0,0,2,"0.0",NA,0,"Fernando","0.0",266,FALSE,"",NA,55,"27789.jpg",1.8,"Luiz Rosa","1.1",FALSE,NA,"a",12,43,55,0,0,0,0,"0.0","10.0","Fernandinho",2394,0,1,10,27,1,0,0,7,2,0,1,401,"557.6","146.2","175.0","87.9",88,34,203,53,188,45,159,42,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0,31
"268",0,NA,33148,0,0,0,0,0,1,"0.0",NA,0,"Claudio","0.0",267,FALSE,"Contract expired","2020-08-18T13:59:17.226190Z",45,"33148.jpg",2.8,"Bravo","0.1",FALSE,NA,"u",12,43,11,0,0,0,0,"0.0","2.4","Bravo",346,0,0,1,7,0,0,0,0,0,8,0,69,"57.8","0.0","0.0","5.8",332,28,378,22,360,16,350,28,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0177777777777778,4
"269",NA,NA,37572,0,0,0,0,0,4,"0.0",NA,0,"Sergio","0.0",268,FALSE,"",NA,105,"37572.jpg",5.5,"Agüero","4.5",FALSE,NA,"a",12,43,132,0,0,0,0,"0.0","12.6","Agüero",1449,16,6,5,18,0,0,1,1,0,0,14,509,"641.2","256.4","1188.0","208.2",63,10,139,19,16,11,30,11,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0333333333333333,24
"270",NA,NA,57410,0,0,0,0,0,2,"0.0",NA,0,"Nicolás","0.0",269,FALSE,"",NA,50,"57410.jpg",3.4,"Otamendi","0.6",FALSE,NA,"a",12,43,82,0,0,0,0,"0.0","16.4","Otamendi",1710,2,1,7,21,0,0,0,3,0,0,6,389,"443.6","65.5","319.0","82.7",139,50,263,86,110,17,169,47,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.028,24
"271",NA,NA,58621,0,0,0,0,0,2,"0.0",NA,0,"Kyle","0.0",270,FALSE,"",NA,60,"58621.jpg",3.9,"Walker","6.0",FALSE,NA,"a",12,43,114,0,0,0,0,"0.0","19.0","Walker",2392,1,4,12,24,0,0,0,5,0,0,7,573,"435.6","394.4","169.0","100.1",145,54,89,18,191,47,133,36,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0316666666666667,29
"272",NA,NA,59859,0,0,0,0,0,3,"0.0",NA,0,"Ilkay","0.0",271,FALSE,"",NA,55,"59859.jpg",2.1,"Gündogan","0.4",FALSE,NA,"a",12,43,65,0,0,0,0,"0.0","11.8","Gündogan",2012,2,1,7,28,0,0,1,7,0,0,4,382,"408.4","592.3","374.0","137.5",160,66,32,26,88,47,74,43,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.00181818181818182,31
"273",NA,NA,61366,0,0,0,0,0,3,"0.0",NA,0,"Kevin","0.0",272,FALSE,"",NA,115,"61366.jpg",7.2,"De Bruyne","42.8",FALSE,NA,"a",12,43,251,0,0,0,0,"0.0","21.8","De Bruyne",2790,13,23,18,22,0,0,0,3,0,0,35,988,"1322.2","1990.8","1005.0","432.1",1,1,1,1,26,11,1,1,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0452173913043478,35
"274",NA,NA,97299,0,0,0,0,0,2,"0.0",NA,0,"John","0.0",273,FALSE,"",NA,50,"97299.jpg",2.1,"Stones","0.4",FALSE,NA,"a",12,43,34,0,0,0,0,"0.0","6.8","Stones",1118,0,0,3,16,0,0,0,0,0,0,0,231,"216.4","53.0","66.0","33.7",258,96,279,95,267,91,288,100,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.002,16
"275",NA,NA,102826,0,0,0,0,0,2,"0.0",NA,0,"Benjamin","0.0",274,FALSE,"",NA,60,"102826.jpg",3.9,"Mendy","2.8",FALSE,NA,"a",12,43,74,0,0,0,0,"0.0","12.3","Mendy",1491,0,2,9,13,0,0,0,3,0,0,3,378,"243.0","403.2","106.0","75.5",235,91,88,17,227,66,183,51,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0316666666666667,19
"276",NA,NA,103025,0,0,0,0,0,3,"0.0",NA,0,"Riyad","0.0",275,FALSE,"",NA,85,"103025.jpg",5.3,"Mahrez","3.0",FALSE,NA,"a",12,43,175,0,0,0,0,"0.0","20.6","Mahrez",1934,11,14,10,15,0,0,0,0,0,0,17,668,"814.2","885.8","1094.0","279.5",29,10,12,9,21,9,14,8,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0388235294117647,33
"277",NA,NA,103955,0,0,0,0,0,3,"0.0",NA,0,"Raheem","0.0",276,FALSE,"",NA,115,"103955.jpg",6.2,"Sterling","5.4",FALSE,NA,"a",12,43,204,0,0,0,0,"0.0","17.7","Sterling",2651,20,6,13,31,0,0,2,5,0,0,20,642,"921.6","751.3","1829.0","350.2",12,5,22,19,2,2,3,3,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0365217391304348,33
"278",NA,NA,121145,0,0,0,0,0,2,"0.0",NA,0,"João Pedro Cavaco","0.0",277,FALSE,"",NA,55,"121145.jpg",2.6,"Cancelo","0.9",FALSE,NA,"a",12,43,45,0,0,0,0,"0.0","8.2","Cancelo",1205,0,0,5,11,0,0,0,4,0,0,3,299,"265.0","287.6","141.0","69.3",227,88,126,28,205,54,199,58,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0109090909090909,17
"279",NA,NA,121160,0,0,0,0,0,1,"0.0",NA,0,"Ederson","0.0",278,FALSE,"",NA,60,"121160.jpg",3.8,"Santana de Moraes","4.9",FALSE,NA,"a",12,43,133,0,0,0,0,"0.0","22.2","Ederson",3071,0,0,16,31,0,0,0,3,1,68,2,645,"608.6","16.0","0.0","62.3",69,13,321,4,478,49,223,13,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.03,35
"280",NA,NA,126184,0,0,0,0,0,2,"0.0",NA,0,"Nathan","0.0",279,FALSE,"",NA,55,"126184.jpg",2.7,"Aké","11.1",FALSE,NA,"a",12,43,79,0,0,0,0,"0.0","14.4","Aké",2503,2,2,4,46,0,0,0,2,0,0,6,499,"691.2","92.7","326.0","111.0",53,20,233,70,105,15,110,25,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0127272727272727,29
"281",NA,NA,146941,0,0,0,0,0,2,"0.0",NA,0,"Aymeric","0.0",280,FALSE,"",NA,60,"146941.jpg",4.2,"Laporte","7.1",FALSE,NA,"a",12,43,63,0,0,0,0,"0.0","10.5","Laporte",1096,1,0,8,5,0,0,0,1,0,0,0,298,"246.8","62.2","79.0","38.7",231,90,269,90,257,85,277,96,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0366666666666667,15
"282",NA,NA,165809,0,0,0,0,0,3,"0.0",NA,0,"Bernardo Mota","0.0",281,FALSE,"",NA,75,"165809.jpg",3.4,"Veiga de Carvalho e Silva","1.7",FALSE,NA,"a",12,43,116,0,0,0,0,"0.0","15.5","Bernardo Silva",2021,6,7,9,24,0,0,0,5,0,0,7,526,"626.2","773.2","927.0","232.5",65,18,20,17,29,14,23,14,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0186666666666667,34
"283",NA,NA,205651,0,0,0,0,0,4,"0.0",NA,0,"Gabriel Fernando","0.0",282,FALSE,"",NA,95,"205651.jpg",4.3,"de Jesus","2.5",FALSE,NA,"a",12,43,146,0,0,0,0,"0.0","15.4","Jesus",2018,14,8,12,14,0,0,1,3,0,0,17,535,"757.6","447.7","1620.0","282.1",34,7,65,5,5,3,13,5,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0242105263157895,34
"284",NA,NA,206325,0,0,0,0,0,2,"0.0",NA,0,"Oleksandr","0.0",283,FALSE,"",NA,55,"206325.jpg",2.6,"Zinchenko","0.5",FALSE,NA,"a",12,43,49,0,0,0,0,"0.0","8.9","Zinchenko",1271,0,0,6,15,0,0,0,0,1,0,1,295,"232.0","375.8","102.0","71.2",245,95,95,20,232,69,192,56,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0109090909090909,19
"285",NA,NA,209244,0,0,0,0,0,3,"0.0",NA,0,"Phil","0.0",284,FALSE,"",NA,65,"209244.jpg",3,"Foden","8.2",FALSE,NA,"a",12,43,69,0,0,0,0,"0.0","10.6","Foden",888,5,2,4,7,0,0,0,0,0,0,4,261,"312.2","301.6","466.0","108.1",198,83,116,76,71,37,117,66,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0153846153846154,23
"286",NA,NA,220394,0,0,0,0,0,3,"0.0",NA,0,"Tommy","0.0",285,FALSE,"",NA,45,"220394.jpg",1,"Doyle","0.1",FALSE,NA,"a",12,43,1,0,0,0,0,"0.0","0.2","Doyle",15,0,0,0,0,0,0,0,0,0,0,0,3,"3.8","2.0","7.0","1.3",370,156,345,157,320,150,370,156,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0,1
"287",NA,NA,220566,0,0,0,0,0,3,"0.0",NA,0,"Rodrigo","0.0",286,FALSE,"",NA,55,"220566.jpg",2.6,"Hernandez","0.5",FALSE,NA,"a",12,43,92,0,0,0,0,"0.0","16.7","Rodrigo",2480,3,2,14,27,0,0,0,8,0,0,5,516,"599.2","532.6","193.0","132.3",73,22,44,35,171,92,82,48,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0.0109090909090909,35
"288",NA,NA,224444,0,0,0,0,0,3,"0.0",NA,0,"Ferran","0.0",287,FALSE,"",NA,70,"224444.jpg",0,"Torres","2.1",FALSE,NA,"a",12,43,0,0,0,0,0,"0.0","0.0","Torres",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",481,199,481,199,481,199,481,199,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Man City",0,0,0,"MCI",5,NA,FALSE,0,1310,1350,1250,1340,1340,1350,11,0,0
